bn,en
হাতিয়ারের,hatiyarer
সম্ভবপর,shombhobpor
সুগ্রীব,shugreeb
কিষ্কিন্ধার,kishkindhar
রাজপদপ্রার্থী,rajpodoprarthi
এতদিন,atodin
তুরস্কে,turoskoe
ভাস্কর্যের,bhaskorjer
আমানউল্যা,amanulla
দক্ষিণ-পূর্বে,dokkhin-purbe
সন্দ্বীপ,sandwip
অতীবিপন্ন,otibiponno
সংবেদনশীল,shongbedonshil
ব্রিটিশদের,british-der
পূর্বপুরুষের,purbopurusher
শ্রুতি,shruti
নমঃশূদ্র,namahshudro
নমঃস্বেজ,namahshej
শান্তিরক্ষা,shantirokkha
স্বাস্থ্যখাতে,shasthyokhyate
ক্যাম্পেকে,campeke
কুটিল,kutil
সর্বত্র,shorbotro
সম্বোধন,shombodhon
অঞ্চলভেদে,oncholbhede
আঞ্চলিকভাবে,ancholikbhabe
উচ্চারণভঙ্গিতে,uccharonbhongite
বিয়্যা,biya
বিয়া,bia
বিআ,bia
বিহা,biha
শাদী,shadi
কম্পুচিয়া,campuchia
মিয়ানমারে,myanmare
না-থা-লোক,na-tha-lok
না-থালাংক,na-thalank
মেট্রো-গোল্ডউইন-মেয়র,metro-goldwyn-mayor
বিপণনের,bipononer
বীর্যপাত,birjopat
দুশ্চিন্তা,dushchinta
১৯৬২-১৯৭৫,1962-1975
জিঞ্জিরা,zinzira
গণহত্যার,gonohotyar
প্রচারযন্ত্র,procharjontro
গণহত্যাকে,gonohotyake
ধামাচাপা,dhamachapa
বহির্বিশ্বকে,bohirbishwoke
বিভ্রান্ত,bibhranto
সপক্ষে,shopokkhe
দূরশিক্ষা,duroshikkha
কর্মসূচি,kormoshuchi
স্বল্পমেয়াদী,sholpomeyadi
যথাযোগ্য,jothashadhyo
কাদরী,quadri
মাইক্রোবায়োলজি,microbiology
রাষ্ট্রদূত,rashtrodoot
প্রতিথযশা,protithojosha
প্রতিষ্ঠিতা,protishthata
বুদ্ধিনাথ,buddhinath
দু-এক,du-ak
পূর্বেরও,purbero
অনুষ্ঠানমালাসহ,onusthanmalashoho
অনুষ্ঠানমালা,onushthanmala
সম্প্রচার,shomprochar
সংসদীয়,shongshodiyo
মন্ত্রীপরিষদের,montriporishoder
কোনরূপ,konorup
সম্পদবিহীন,shompodbihin
অনুন্নত,onunnoto
দরবারী,dorbari
সুচিত,shuchito
হলেই,holei
সুসংহত,shushonghoto
রুপ,rup
ফুলস্কেপ,fullscape
কাগজের,kagojer
পৃষ্ঠায়,prishthay
অর্থমন্ত্রকে,orthomontroke
এমআরএক্স,mrx
Sae2,sae2
প্রোটিনকে,proteinke
সেটির,shetir
পর্যায়ভুক্ত,porjaybhukto
ফোনিক্স,pheonix
বারমাসিয়া,baromashiya
সান্তশ,santosh
৪৩,43
প্রদর্শিত,prodorshito
ছেয়ে,cheye
১১তম,11tomo
সংসদের,songshoder
সরকারদলীয়,shorkardoliyo
সভানেত্রী,shobhanetri
ফয়সালের,foysaler
প্যান-আরব,pan-arab
জাতীয়তাবাদ,jatiyotabad
গোষ্ঠীকে,ghoshthike
বিচ্ছিন্ন,bicchinno
লিলিপুটের,liliputer
মোনা,mona
সময়কালে,shomoykale
ব্যারন,baron
ক্রিসেনথিমাস,chrysanthimus
অর্কিড,orchid
এটিসি,atc
আকাশে,akashe
উড্ডায়নের,uddayoner
ন্যাভিগেশনের,navigation-er
ব্যাহহৃত,byabohrito
R151,r151
৪৮,84
পেলাগাজীর,pelagazir
দীঘির,dighir
মোড়,more
কাজিরহাট,chattagram
নারায়ণহাট,narayanhaat
হেয়াকোঁ,heyako
বারৈয়ারহাটে,baroiyarhaate
কারণেও,karoneo
বয়সকে,boyoshke
পরিচিতজনদের,porichitojonder
রুদ্রের,rudrer
সানিয়া,sania
আঙ্কেলসারিয়া,anklesariya
আঁ,aan
উম,um
উন,un
ফ্যম,fyom
ইমপ্রেস,impress
ব্যানারে,banner-e
লাক্স-চ্যানেল,lax-chaneler
সুপারস্টারের,suparstarer
রানারআপ,ranerup
তানজিকা,tanjika
টিকিয়ে,tikiye
আমাদেরকে,amderke
মনুষ্যত্ব,monushotto
একই,akoi
আমরা,amder
বিশ্বযুদ্ধের,biswajudher
জার্মানি,jermaney
মধ্য,madho
ভিশিতে,bhichyte
Vichy,bhichy
অস্থায়ী,asthaye
হয়,hoi
ইসলামি,eslami
বর্ষপঞ্জি,barshopangi
আবর্তনের,abortaner
সংশ্লিষ্ট,sanglishto
গুরুত্বহীন,guruttahin
ঐতরেয়োপনিষদ্‌,oitoreoponishod
নাতিদীর্ঘ,natidirgho
গদ্য,godyo
সমগ্র,samgro
গ্রন্থটি,granthoti
অধ্যায়ে,odhyaye
বিন্যস্ত,binnosto
৩৩টি,33ti
শ্লোকে,shloke
টেস্টে,state-e
চারুবালা,charubala
দেববালা,debobala
বাইজী,bayg
আসলে,sale
বাংলাদেশের,bangladeshe
বাগমারা,bahmara
নরসিংহপুর,norshingho
জন্মগ্রহণ,janmoghrohon
বসন্ত,basanto
গ্রীষ্মে,grisshe
নিষ্পত্র,nishpotro
ডালে,dale
ঝুলন্ত,julanto
মঞ্জরিতে,manjorite
বেগুনি,beguni
আঁচের,acher
অনেকগুলি,anekgulo
ফোটে,fote
কস্টারলিৎজ,custerlig
ঘনীভূত,ghonivuto
তাত্ত্বিকভাবে,tattikvabe
মধ্যে,modhey
ব্যবসায়িক,byabosayek
সাফল্য,safollo
যুদ্ধক্ষেত্রেই,judhokhetrei
রাখছিল,rekhechilo
সুপাইনেশন,supaination
বিধায়,bidhai
বিভিন্ন,bivinno
পরিভাষা,porivasa
ব্যবহৃত,babhito
কোয়ান্টাম,cowantam
লীপ,lip
বিশ্বে,bishe
সবচেয়ে,sabcheye
সময়,samoy
উপায়ে,upaiye
রাজত্বকারী,rajottakari
কমিউনিস্ট,comunist
১৯৩৭,1937
কলকাতায়,kolkata
লোরেটো,loreto
শপথ,sapat
দিন,diner
পরেই,porai
সৈন্যরা,soinnera
চেচনিয়া,chechyna
সিদ্ধ,shidho
মুরগীর,murgir
শুভাশুভ,suvarombo
সংসদের,sangsoder
২৯৬নং,196nong
কক্সবাজার-৩,coksbajar-3
পারভেজ,pervej
মোশাররফ,musharof
অসাধারণ,ashadaharon
না'ত,nat
আবৃত্তির,abritir
দক্ষতার,dakhatar
পাকিস্তানের,pakisthaner
আওয়্যার্ড,award
নিগার,nigar
আওয়্যার্ডে,awarde
ভূষিত,bhusito
সর্বকে,sarbake
উর্জা,urja
জাতু,jatu
জাহু,jahu
জন্তু,santu
হস্তান্তর,hantantor
চলচ্চিত্রের,chalachirer
চিত্রনাট্যের,chitranatter
রচয়িতা,rachayeta
হ্যাম্পটন,hampton
ফ্যাঞ্চার,fanchar
পিপলস,phillips
ফিলিপ কে,phillipke
ডিক,dik
রচিত,rachito
কল্পকাহিনী,kalpokahini
ডু,do
অ্যান্ড্রয়েডস,andriods
ড্রিম,dream
ইলেক্ট্রিক,electric
শিপ,sheep
নামের,name
ভিত্তিতে,vittite
চিত্রনাট্য,chitro natto
ক্রিমিনাল,criminal
ডিফেন্স,difince
উকিল,ukil
পিয়োত,piyot
উকালতি,ukalotir
পাশের,paser
জাসেকের,jaseker
জবানবন্দি,jababondi
নিতে,nita
আসে,asen
পার্বত্যাঞ্চলের,parbottanchaler
ডিভিশন,division
মুশ,mush
যেমন:ফার,jemon: fer
ইত্যাদি,ettadi
ওয়াসা,owasa
সলিড-স্টেট,solid-state
ইমেজ,emage
সেন্সর,sensor
সিসিডি,cdc
সিএমওএস,cmos
পিক্সেল,pixel
টিউব,tube
প্রযুক্তির,projutir
সমস্যাগুলো,samossagulo
ছবি,chabi
যাওয়ার,jawor
সমাধান,samadhan
গতিকে,gotike
তরান্বিত,tarannito
সুতরাং,sutorang
বুঝতে,bujte
পেরেছি,perechi
ইউরোপ,europ
এশিয়া,aisa
মহাদেশের,mohadesher
অধিকাংশ,adhikansho
সুডৌল,sudowl
নিতম্বকে,nitomboke
সৌন্দর্যের,soundorejer
গুরুত্বপূর্ণ,guruttapurno
বিবেচনা,bibachona
বর্ষণের,borsoner
মধ্যেই,modhai
সান্তোসোর,santoser
আগমনের,agomone
জানাতে,janate
সমর্থকেরা,samorthokera
তাজ,taj
হোটেলের,hoteler
অতঃপর,atopor
লঙ্কায়,lankai
ধ্বংসলীলা,dhansholila
যোদ্ধাকে,jodhake
বধ,bod
নিশ্চিন্ত,nichito
হয়ে,hoiye
আস্তিককে,astittoke
চাইলে,chailen
যজ্ঞ,jaggo
নিবৃত্ত,nibrito
১৯২০-এর,1920-er
দিঘলিয়া,digholiya
সেনহাটি,senhati
বিপ্লবী,bibloby
অতুল,atul
অনুজাচরণ,anujacharon
রতিকান্ত,ratikanto
সংস্পর্শে,sangsporse
আসেন,asben
সম্ভ্রান্ত,samvranto
শুনতে,sunte
হলেও,holau
দেয়াটাকে,dewatake
সামর্থের,samorther
অভাব,avab
ব্যর্থতা,byarthota
নেয়া,newa
বিপ্লবের,biblober
পতন,paton
ঘটাবার,ghotbar
জার্মানি,jermany
মিত্ররাষ্ট্রসমূহ,mitrorastroshamuho
ইতালি,etaly
রুমানিয়া,rumaliya
রাষ্ট্র,rastro
অতর্কিতে,atorkite
সশস্ত্রবাহিনীতে,santrasbahinite
সেবিকা,sebika
মেডিক,medic
আগ্রাসী,agrashi
সৈন্যদের,soinoder
বন্দি,bandi
এরা,ara
পশ্চিমা,pachima
শীতকালীন,shitkalin
মেরুরাত্রির,meruratrir
অনুপস্থিতিতে,anupostite
বায়ুশক্তি,bayushakti
অ্যান্টার্কটিকায়,antarcticai
নির্ভরযোগ্যতার,nirvorjogotar
বিদ্যুৎ,bidut
পরিভাষাগুলি,porivasaguli
এসেছে,aseche
সেখানে নিক,sakhanenik
রহস্যময়,rahoshomoy
ঘনবস্তু,ghano bastu
এবং,abnog
এটাতে,atate
একসময়,aksomoy
নির্মাণকাজের,nirmankajer
সম্পৃক্ত,saprikto
স্টীম,stim
ড্রিল,drill
মেশিন,machin
সাফিয়া(রা,sfiya(ra
মদীনায়,modinay
ইহুদী,ihudhi
নাদিরে,nadire
হুওয়াই,huwai
আকতাবের,aktarer
গ্লেন,glan
হিলের,hiler
যৌন,juno
সহিংসতার,sanghitar
মুহাম্মদের,muhumamader
ভবিষ্যবাণী,bhabisyotbani
অনুযায়ি,anujayi
তের,ter
ইমামের,imamer
যুক্তরাষ্ট্রের,juktoraster
অ্যাঞ্জেল্‌স,angeles
অঙ্গরাজ্যের,angorajer
শহরে,sohore
চিত্রনাট্যের,chitronatter
অ্যালবাম,allbyam
থেকে,theka
সমস্যার,samshar
কলেজগুলোর,collegegulor
